label,text,title
"Didn't really work, but we have harsh conditions","We have a shaded patch of lawn that the dogs (three giant breed dogs) use for their business. We have tried everything to grow grass here and it usually starts going brown and then dies. We recently had it re-sod. Patches returned immediately. So we bought K9-turf. We were thrilled when a few little blades of grass started showing up. But that was it. No more. Two stars might be a bit harsh, but it didn't work for us so I couldn't justify rating it any higher.Update: We tried it a second time a couple months later with about the same result. In this trial we tried to keep the dogs off it. In fact, the first week, the dogs were boarded. But again, a few little blades of grass showed up and then everything died. To be fair, we have a small shaded patch of lawn that three giant breed dogs are using.",
I can't stop playing this CD,"This week I keep thinking up reasons to spend time in my car so I can play this CD over and over. I'm not sure what I expected but this isn't it. This is so different from American Idol music. This music is fresh and new and filled with Clay Aiken's beautiful voice in all its range and power. I can't stop smiling. This is the future of pop music. There are a few tracks where I wish the background production was scaled back to let that pure voice shine through, but all in all I am surprised and very very pleased. More More!",
Oily,"It wasnt bad.. BUT it was TOOOO oily. It was like eating a greasy turd when it came to texture. The Go Raw brand has a better product its like eating healthy brittle with flax seed and spirulina in it plus its not as sweet.. BUT this was just way Too oily, if you are wanting to eat this on the go you better have somthing to clean your hands with when you are finished.",
Could not get the program to work!!!,I was unable after many attemptsto get this prgram to work with my windows xp!! It was a major diappointment and I had NO tech support avaiable to me. This vendor did not sent it with the orginal box. It was only the disc with no support number from the place I bought it from and the manufacturer said that they could not help on this product because I had no proof of purchase!!!,
Digital Dishes,"The RCA DS2122 satellite system has outstanding picture and sound quality. Wooo weee - loads of fun with huge amounts of channels to watch.Downside is supscription prices similar to cable. Worth it for the quality of the pictures and selection.Can't figure out where to put the soap. Still looking for the button labeled ""do the dishes"". Guess I still need a dishwasher.Can this dish go from the freezer to the microwave to the table? I think this system should come with a digital chef or at least a cook book. Will your digital dishes taste as good as real food? Probably if you don't over cook them. Can't wait for digital spoon so I can eat.",
Military Standard,This is required reading for Army Majors. Compared to many books like this it flows well and is easy to read. You might actually read more than is required with this one.,
Paid too much for a piece of crap,"I bought this chess board to teach my 6 year old how to play and I am giving it a low rating because I do not think that the price I paid reflects the product, to be blunt it is not worth the price. The pieces are so light weight which makes playing hard because they topple over easy. There are bands in the inside of the board so you can store each individual piece which is a nice feature and I like it. I also found that the board has problems closing. You can smell real wood when you play the game which is nice but I would imagine that it would be a nicer board and its kind of generic. Do not waste your money on this board.",
Dead Batteries,When my daughter opened this Dora for Christmas Dora did not talk. I guess the batteries are dead. Not a nice surprise for a girl who was expecting Dora to talk.,
GoVac,Not a bad product. It picks up quite well. It is a little smaller than I expected but it does a nice job on crumbs and other little messes on bare floor or carpets.,
doesnt work very well,i got this bank for my 13th birthday last year and it worked fine for about 5 or 6 months but then it started counting the money wronge and when i withdrew money it wouldnt take it out of my acount.......example:if i had $20 n there and i took $5 out it would still say that i had $20 in there instead of $5.not only the money thing but it started letting anyone in without a password.....like when u put the card in it wouldnt ask you for a password it would just take u to my account ballence......overall i think that this bank doesnt work very well and shouldnt be bought. hope this helpsAMANDA,
